1,0,0,130,170
2,0,0,130,170
3,0,0,130,170
4,0,0,130,170
5,0,0,130,170
6,0,0,130,170
7,0,0,130,170
11,0,0,130,170
13,0,0,130,170
14,0,0,130,170
15,0,0,130,170
16,0,0,130,170
21,0,0,130,170
22,0,0,130,170
23,0,0,130,170
24,0,0,130,170
25,0,0,130,170
26,0,0,130,170
31,0,0,130,180
32,0,0,130,170
33,0,0,130,170
34,0,0,130,170
35,0,0,130,180
36,0,0,130,180
37,0,0,130,178
38,0,0,130,179
39,0,0,130,170
40,0,0,130,179
41,0,0,130,180
42,0,0,130,170
43,0,0,130,180
44,0,0,130,180
45,0,0,130,181
46,0,0,130,181
47,0,0,130,181
48,0,0,130,170
49,0,0,130,179
50,0,0,130,180
51,0,0,130,180
52,0,0,130,178
53,0,0,130,170
54,0,0,130,180
55,0,0,130,170
56,0,0,130,170
57,0,0,130,181
58,0,0,130,180
59,0,0,130,181
60,0,0,130,170
61,0,0,130,180
62,0,0,130,179
63,0,0,130,181
64,0,0,130,170
65,0,0,130,170
66,0,0,130,170
67,0,0,130,170
68,0,0,130,170
69,0,0,130,180
70,0,0,130,180
71,0,0,130,170
72,0,0,130,170
73,0,0,130,170
74,0,0,130,170
75,0,0,130,178
76,0,0,130,179
81,0,0,640,480
82,0,0,640,480
83,0,0,640,480
84,0,0,640,480
101,0,0,640,480
102,0,0,640,480
103,0,0,640,480
104,0,0,640,480
105,0,0,640,480
106,0,0,640,480
107,0,0,640,480
108,0,0,640,480
109,0,0,640,480
110,0,0,640,480
111,0,0,640,480
112,0,0,640,480
113,0,0,640,480
114,0,0,640,480
115,0,0,640,480
116,0,0,640,480
117,0,0,640,480
151,0,0,640,480
152,0,0,640,480
153,0,0,640,480
154,0,0,640,480
155,0,0,640,480
156,0,0,640,480
157,0,0,640,480
158,0,0,640,480
201,0,0,640,480
202,0,0,640,480
203,0,0,640,480
204,0,0,640,480
205,0,0,640,480
206,0,0,640,480
207,0,0,640,480
208,0,0,640,480
209,0,0,640,480
210,0,0,640,480
211,0,0,640,480
212,0,0,640,480
251,0,0,640,480
252,0,0,640,480
253,0,0,640,480
254,0,0,640,480
255,0,0,640,480
257,0,0,640,480
259,0,0,640,480
260,0,0,640,480
261,0,0,640,480
262,0,0,640,480
301,0,0,640,480
302,0,0,640,480
303,0,0,640,480
304,0,0,640,480
305,0,0,640,480
306,0,0,640,480
307,0,0,640,480
308,0,0,640,480
309,0,0,640,480
310,0,0,640,480
311,0,0,640,480
312,0,0,640,480
313,0,0,640,480
352,0,0,640,480
353,0,0,640,480
354,0,0,640,480
355,0,0,640,480
356,0,0,640,480
400,0,0,640,480
401,0,0,640,480
402,0,0,640,240
403,0,0,640,480
404,0,0,640,480
424,0,0,640,480
425,0,0,640,480
426,0,0,640,480
427,0,0,640,480
428,0,0,640,480
429,0,0,640,480
430,0,0,640,480
431,0,0,640,480
432,0,0,640,480
433,0,0,640,480
434,0,0,640,480
435,0,0,640,480
436,0,0,640,480
437,0,0,640,480
438,0,0,640,480
439,0,0,640,480
440,0,0,640,480
441,0,0,640,480
442,0,0,640,480
443,0,0,640,480
444,0,0,640,480
445,0,0,640,480
446,0,0,640,480
447,0,0,640,480
448,0,0,640,480
450,0,0,640,480
451,0,0,640,480
452,0,0,640,480
456,0,0,640,480
457,0,0,640,480
458,0,0,640,480
460,0,0,640,480
461,0,0,640,480
462,0,0,640,480
463,0,0,640,480
474,0,0,640,480
475,0,0,640,480
476,0,0,640,480
477,0,0,640,480
478,0,0,640,480
479,0,0,640,480
480,0,0,640,480
481,0,0,640,480
482,0,0,640,480
483,0,0,640,480
484,0,0,640,480
485,0,0,640,480
486,0,0,640,480
487,0,0,640,480
488,0,0,640,480
489,0,0,640,480
490,0,0,640,480
491,0,0,640,480
492,0,0,640,480
493,0,0,640,480
494,0,0,640,480
495,0,0,640,480
496,0,0,640,480
497,0,0,640,480
498,0,0,640,480
500,0,0,640,480
501,0,0,640,480
502,0,0,640,480
506,0,0,640,480
507,0,0,640,480
508,0,0,640,480
510,0,0,640,480
511,0,0,640,480
512,0,0,640,480
513,0,0,640,480
524,0,0,640,480
525,0,0,640,480
526,0,0,640,480
527,0,0,640,480
528,0,0,640,480
529,0,0,640,480
530,0,0,640,480
531,0,0,640,480
532,0,0,640,480
533,0,0,640,480
534,0,0,640,480
535,0,0,640,480
536,0,0,640,480
537,0,0,640,480
538,0,0,640,480
539,0,0,640,480
540,0,0,640,480
541,0,0,640,480
548,0,0,640,480
550,0,0,640,480
551,0,0,640,480
552,0,0,640,480
556,0,0,640,480
557,0,0,640,480
558,0,0,640,480
560,0,0,640,480
561,0,0,640,480
562,0,0,640,480
563,0,0,640,480
581,0,0,640,480
582,0,0,640,480
583,0,0,640,480
584,0,0,640,480
585,0,0,640,480
589,0,0,640,480
590,0,0,640,480
591,0,0,640,480
592,0,0,640,480
593,0,0,640,480
594,0,0,640,480
595,0,0,640,480
601,0,0,640,480
602,0,0,640,480
603,0,0,640,480
604,0,0,640,480
605,0,0,640,480
606,0,0,640,480
607,0,0,640,480
608,0,0,640,480
609,0,0,640,480
610,0,0,640,480
611,0,0,640,480
612,0,0,640,480
613,0,0,640,480
614,0,0,640,480
615,0,0,640,480
616,0,0,640,480
617,0,0,640,480
618,0,0,640,480
621,0,0,640,480
623,0,0,640,480
624,0,0,640,480
625,0,0,640,480
626,0,0,640,480
631,0,0,640,480
632,0,0,640,480
633,0,0,640,480
634,0,0,640,480
635,0,0,640,480
636,0,0,640,480
637,0,0,640,480
638,0,0,640,480
639,0,0,640,480
640,0,0,640,480
641,0,0,640,480
642,0,0,640,480
643,0,0,640,480
644,0,0,640,480
645,0,0,640,480
646,0,0,640,480
647,0,0,640,480
648,0,0,640,480
649,0,0,640,480
650,0,0,640,480
651,0,0,640,480
652,0,0,640,480
653,0,0,640,480
654,0,0,640,480
655,0,0,640,480
656,0,0,640,480
657,0,0,640,480
701,0,0,640,480
702,0,0,640,480
703,0,0,346,286
704,0,0,346,286
705,0,0,346,286
706,0,0,346,286
707,0,0,346,286
708,0,0,346,286
709,0,0,346,286
710,0,0,346,286
711,0,0,346,286
712,0,0,346,286
713,0,0,640,480
714,0,0,640,480
715,0,0,640,480
716,0,0,640,480
717,0,0,640,480
718,0,0,640,480
719,0,0,640,480
720,0,0,640,480
721,0,0,640,480
722,0,0,640,480
723,0,0,640,480
724,0,0,640,480
725,0,0,640,480
726,0,0,640,480
730,0,0,640,480
731,0,0,640,480
732,0,0,640,480
740,0,0,640,480
741,0,0,640,480
742,0,0,640,480
750,0,0,640,480
751,0,0,640,480
752,0,0,640,480
801,0,0,640,480
802,0,0,640,480
803,0,0,640,480
804,0,0,640,480
805,0,0,640,480
806,0,0,640,480
807,0,0,640,480
808,0,0,640,480
809,0,0,640,480
810,0,0,640,480
811,0,0,640,480
812,0,0,640,480
813,0,0,640,480
814,0,0,640,480
815,0,0,640,480
816,0,0,640,480
817,0,0,640,151
818,0,0,169,151
819,0,0,640,480
820,0,0,204,89
821,0,0,204,89
822,0,0,640,480
823,0,0,91,45
825,0,0,91,45
827,0,0,91,45
829,0,0,640,480
830,0,0,91,45
831,0,0,91,45
832,0,0,91,45
833,0,0,640,480
1000,0,0,640,240
1006,0,0,178,46
1007,0,0,26,34
